fault name,cube num,test relation PI,BDD Var num
n2486gat_n2480gat_C,100,46,26
n374gat_n854gat_B,100,36,36
n2205gat,2,1,1
n1591gat_n1486gat_B,100,62,33
n1479gat_n1365gat_A,100,62,36
n1855gat_n2194gat_B,31,14,14
n2437gat_n2539gat_B,31,22,22
n1892gat_n2436gat_B,56,22,22
n2058gat_n2198gat_B,5,19,14
n2035gat_II4000_C,5,10,10
n1608gat_n1469gat_B,100,36,25
n639gat_n635gat_A,100,77,72
n176gat_n169gat_C,65,21,3
n914gat_n908gat_B,65,21,3
n941gat_n935gat_B,65,20,9
n219gat_n767gat_A,24,14,14
n809gat_n806gat_B,65,20,3
n576gat_n570gat_C,65,20,9
n577gat_n571gat_A,65,20,9
n852gat_n556gat_B,35,20,20
n851gat_n449gat_B,35,20,20
n852gat_n764gat_A,35,20,20
n2652gat_n2648gat_B,5,24,4
n2554gat_n2547gat_C,9,61,3
n2555gat_n2548gat_A,9,61,3
n2552gat_n2549gat_C,9,61,3
n2553gat_n2549gat_B,9,61,3
n1958gat_n2055gat_B,32,24,24
n397gat_n903gat_B,4,15,9
n340gat_n988gat_A,100,23,18
n1179gat_n1178gat_B,20,15,13
n1284gat_n1199gat_B,100,30,24
n3104gat,86,17,17
n3105gat,8,16,16
n3113gat,4,4,4
n3114gat,5,3,3
n3122gat,100,21,21
n3123gat,100,20,20
n3131gat,67,15,15
n3132gat,18,15,15
n3140gat,100,31,31
n3141gat,37,17,17
n3150gat,5,5,5
n1620gat,2,4,4
n3060gat,100,22,22
n3051gat,57,19,19
n3050gat,20,19,19
n3042gat,33,22,21
n3041gat,19,22,21
n1610gat,7,9,9
n1431gat,2,1,1
n1314gat,2,1,1
n2015gat,4,3,3
n2042gat,2,1,1
n2123gat,2,1,1
n1026gat,100,41,9
n1241gat,100,44,9
n1080gat,100,79,9
n1035gat,100,44,8
n2520gat,2,8,8
n1530gat,100,62,54
n2061gat,100,56,46
n2403gat,100,45,36
n2141gat,100,45,33
n2142gat,100,54,43
n2060gat,100,56,53
n2052gat,6,20,15
n2115gat,3,5,5
n2124gat,3,5,5
n1701gat,42,78,17
n1700gat,39,78,17
n1412gat,100,62,23
n1340gat,100,36,30
n1133gat,68,37,6
n1043gat,65,35,3
n1070gat,69,38,7
n1215gat,17,13,3
n1223gat,33,13,3
n1017gat,65,20,3
n50gat,100,20,9
n1233gat,100,20,9
n1053gat,65,20,3
n1224gat,65,35,2
n1206gat,65,34,3
n2412gat,9,56,3
n2610gat,17,61,3
n1305gat,100,62,25
n1503gat,100,111,30
n1413gat,100,62,43
n2133gat,6,16,16
n3006gat,17,15,14
n2250gat,9,15,15
n1710gat,28,34,32
n2151gat,68,23,22
n2402gat,90,45,41
n3015gat,70,20,20
n2214gat,100,104,63
n1403gat,100,36,25
n1323gat,4,15,9
n1152gat,100,23,19
n1116gat,10,15,12
n1260gat,4,15,9
n1601gat,100,88,42
n1025gat,100,41,17
n1007gat,28,70,17
n14gat,79,17,17
n2016gat,100,65,54
n1602gat,97,31,20
n1134gat,68,39,12
n1044gat,68,39,12
n1008gat,30,15,13
n1071gat,68,39,12
n1251gat,4,15,10
n1034gat,68,39,12
n1499gat_n1605gat_C,10,30,19
n1559gat_n1555gat_B,19,30,19
n1609gat_n1695gat_A,2,5,5
n1918gat_n1575gat_A,19,30,19
n287gat_n186gat_B,7,17,14
n375gat_n378gat_A,19,19,19
n1427gat_n1498gat_B,100,62,29
n1153gat,100,62,29
n1504gat,100,62,29
n1360gat,100,62,26
n2512gat,8,15,15
n2422gat,100,62,34
n1735gat_n1793gat_B,21,13,13
n1919gat_n1915gat_B,6,10,10
n2341gat,2,1,1
n2205gat,2,1,1
n1479gat_n1419gat_B,100,62,42
n1991gat_n1582gat_B,19,33,31
n2189gat_n2185gat_B,11,16,15
n1855gat_n2195gat_B,100,23,22
n2437gat_n2387gat_B,33,22,21
n2239gat_n1882gat_C,3,5,5
n2035gat,2,1,1
n189gat_n186gat_A,81,17,17
n757gat_n750gat_C,17,13,7
n758gat_n751gat_A,17,13,7
n755gat_n752gat_C,17,13,7
n756gat_n752gat_B,17,13,7
n482gat_n476gat_C,65,20,3
n481gat_n478gat_B,65,20,3
n950gat_n945gat_B,65,20,3
n734gat_n729gat_B,65,21,3
n219gat_n867gat_A,26,14,14
n593gat_n590gat_C,65,20,3
n594gat_n590gat_B,65,20,3
n572gat_n568gat_A,65,20,9
n852gat_n557gat_B,35,20,20
n851gat_n774gat_B,34,20,20
n2577gat_n2570gat_C,9,56,3
n2578gat_n2571gat_A,9,56,3
n2575gat_n2572gat_C,9,56,3
n2576gat_n2572gat_B,9,56,3
n2585gat_n2581gat_B,17,56,6
n2554gat_n2548gat_C,9,61,3
n2555gat_n2549gat_A,9,61,3
n1603gat,4,3,3
n1845gat_n1846gat_A,42,34,32
n1963gat_n1962gat_A,37,23,20
n926gat_n880gat_A,100,24,22
n419gat_n892gat_A,27,15,14
n3105gat,59,16,16
n3106gat,2,1,1
n3114gat,2,3,3
n3115gat,4,2,0
n3123gat,100,20,20
n3124gat,100,22,22
n3132gat,64,15,15
n3133gat,18,15,15
n3141gat,64,17,17
n3142gat,37,17,17
n3150gat,7,5,5
n3151gat,6,11,11
n1620gat,5,4,4
n3060gat,100,22,22
n3061gat,100,23,23
n3051gat,19,19,19
n3042gat,16,22,21
n3052gat,3,5,5
n3016gat,9,8,8
n3034gat,9,13,12
n1431gat,2,1,1
n1314gat,2,1,1
n2017gat,80,20,20
n1800gat,11,10,10
n1026gat,100,41,9
n1080gat,100,79,9
n697gat_stem,2,20,1
n2530gat,100,46,33
n1072gat,100,43,8
n1035gat,100,44,8
n1135gat,100,42,8
n1045gat,100,40,8
n2206gat,100,62,39
n1530gat,100,62,32
n2061gat,100,56,43
n2403gat,100,45,36
n2143gat,100,54,37
n2440gat,100,47,34
n2152gat,69,30,29
n1315gat,2,3,3
n2251gat,6,14,14
n2142gat,100,54,36
n2332gat,24,20,20
n2125gat,2,5,1
n1702gat,2,78,5
n1513gat,6,10,10
n2620gat,17,61,3
n1711gat,100,34,33
n1216gat,17,13,3
n1018gat,100,20,9
n50gat,100,20,9
n51gat,100,20,9
n60gat,100,21,9
n1233gat,100,20,9
n1234gat,100,20,9
n1054gat,65,20,3
n1224gat,65,35,2
n1206gat,65,34,3
n1207gat,65,34,3
n1270gat,33,34,8
n2413gat,9,56,3
n2602gat,9,61,3
n2610gat,17,61,3
n2611gat,17,61,3
n1414gat,100,62,49
n1441gat,100,62,26
n1450gat,100,62,51
n1306gat,100,62,26
n1351gat,100,62,26
n1162gat,100,62,20
n3025gat,2,111,5
n2260gat,9,17,14
n2134gat,21,33,33
n3006gat,9,15,14
n3007gat,13,15,15
n1630gat,100,34,32
n2350gat,6,20,18
n2215gat,11,21,17
n2151gat,21,23,19
n2214gat,100,104,58
n1531gat,100,31,28
n1324gat,4,15,9
n1090gat,100,23,18
n1261gat,4,15,9
n1180gat,34,16,14
n2016gat,100,65,55
n1602gat,100,31,31
n1225gat,68,36,11
n1009gat,34,16,13
n1171gat,32,15,13
n1243gat,4,15,10
n1134gat,68,39,12
n1044gat,68,39,12
n1071gat,68,39,12
n1252gat,100,30,27
n1576gat_n1564gat_D,3,19,13
n287gat_n187gat_B,100,37,34
n189gat_n187gat_A,100,37,34
n1986gat_n1660gat_B,13,39,30
n1568gat_n1728gat_A,19,30,19
n1991gat_n1863gat_A,3,10,9
n1609gat_n1498gat_A,100,62,29
n297gat_n196gat_A,2,12,9
n1613gat,7,12,12
n1163gat,100,62,20
n3026gat,2,73,5
n1703gat,2,81,5
n70gat,5,16,13
n2720gat,100,50,38
n1334gat,9,17,13
n2489gat_n2534gat_B,100,46,33
n2341gat,2,1,1
n1479gat_n1349gat_A,100,62,36
n1777gat_n1780gat_A,7,5,5
n1989gat_n1801gat_B,36,30,19
n1797gat_n1731gat_C,19,30,19
n1670gat_n1669gat_C,23,30,25
n2586gat_n2663gat_A,100,42,33
n2586gat_n2662gat_B,2,5,5
n2437gat_n2559gat_B,61,23,23
n2035gat,2,1,1
n2108gat,2,1,1
n1712gat,2,5,5
n43gat,100,9,9
n757gat_n751gat_C,17,13,7
n758gat_n752gat_A,17,13,7
n483gat_n477gat_B,65,20,3
n915gat_n908gat_C,65,21,3
n916gat_n909gat_A,65,21,3
n373gat_n768gat_A,3,4,4
n942gat_n935gat_C,65,20,9
n943gat_n936gat_A,65,20,9
n940gat_n937gat_C,65,20,9
n941gat_n937gat_B,65,20,9
n596gat_n590gat_A,65,20,3
n572gat_n569gat_A,65,20,9
n851gat_n793gat_B,36,20,20
n784gat_n780gat_A,65,88,3
n2577gat_n2571gat_C,9,56,3
n2578gat_n2572gat_A,9,56,3
n2493gat_n2567gat_A,5,24,2
n1603gat,2,3,3
n1659gat_n1563gat_C,50,30,29
n1659gat_n1654gat_B,50,30,25
n1659gat_n1653gat_C,56,30,29
n1659gat_n1644gat_C,47,30,29
n2189gat_n2258gat_B,6,15,15
n1396gat_n1466gat_C,100,31,30
n566gat_n880gat_B,100,24,18
n815gat_n992gat_A,100,23,18
n1673gat_n1794gat_A,3,13,13
n1773gat_n1757gat_A,2,3,3
n3106gat,2,1,1
n3107gat,3,3,3
n3116gat,100,8,8
n3124gat,100,22,22
n3125gat,100,24,24
n3133gat,70,15,15
n3134gat,18,15,15
n3142gat,73,17,17
n3143gat,100,61,58
n3151gat,14,11,11
n3152gat,3,10,0
n2027gat,2,1,1
n3062gat,100,22,22
n3061gat,100,23,23
n3044gat,75,22,22
n3052gat,5,5,5
n3016gat,2,8,8
n3034gat,11,13,12
n3035gat,13,15,15
n3053gat,26,23,23
n1361gat,2,1,1
n2009gat,100,29,29
n2017gat,83,20,20
n697gat_stem,2,20,1
n2630gat,2,91,1
n2621gat,2,91,1
n1072gat,100,43,8
n1226gat,100,37,8
n1135gat,100,42,8
n1045gat,100,40,8
n3017gat,2,8,8
n2342gat,100,92,58
n2207gat,2,104,1
n2270gat,2,24,1
n2504gat,2,42,5
n1523gat,100,62,35
n2081gat,100,62,56
n2206gat,100,62,51
n2162gat,100,62,57
n2143gat,100,54,35
n2090gat,29,33,30
n2440gat,100,47,40
n2351gat,32,39,32
n2152gat,74,30,19
n1316gat,2,3,1
n2135gat,26,33,33
n2252gat,9,15,14
n2125gat,2,5,1
n1702gat,37,78,17
n2450gat,2,15,1
n2620gat,17,61,3
n2216gat,90,30,19
n2243gat,100,21,21
n1451gat,2,3,3
n2054gat,6,6,6
n16gat,45,17,15
n1711gat,100,34,32
n1217gat,17,13,3
n1018gat,100,20,9
n1019gat,100,20,9
n52gat,100,20,9
n51gat,100,20,9
n60gat,100,21,9
n61gat,100,21,9
n1234gat,100,20,9
n1235gat,100,20,9
n1055gat,100,20,9
n1190gat,65,34,3
n1280gat,66,36,4
n1207gat,65,34,3
n1208gat,65,34,3
n1271gat,33,34,8
n2711gat,4,30,12
n2423gat,100,20,9
n2414gat,17,56,3
n2603gat,9,61,3
n2611gat,17,61,3
n1307gat,100,62,48
n1325gat,100,62,25
n1442gat,100,87,76
n1370gat,100,62,50
n1352gat,100,62,26
n1424gat,100,62,48
n1640gat,36,30,19
n1730gat,74,30,29
n2260gat,6,17,14
n2261gat,26,35,34
n2134gat,21,33,33
n1631gat,100,34,33
n2405gat,69,40,33
n2215gat,62,21,20
n2333gat,28,20,15
n1082gat,100,22,21
n2512gat,8,15,15
n1532gat,100,31,26
n1091gat,100,23,17
n1262gat,4,15,9
n1028gat,100,22,22
n1181gat,100,21,21
n1180gat,18,16,14
n2432gat,100,46,32
n2153gat,100,46,33
n1154gat,100,62,49
n1406gat,100,62,49
n2018gat,9,33,12
n1604gat,6,71,5
n1460gat,100,31,28
n1225gat,68,36,11
n1244gat,4,15,10
n1253gat,4,15,10
n1172gat,32,15,13
n188gat_n187gat_C,100,37,34
n1798gat_n1920gat_C,11,33,30
n1658gat_n1655gat_C,10,30,19
n1658gat_n1729gat_A,10,30,19
n2486gat_n2483gat_C,4,15,14
n288gat_n186gat_C,7,17,14
n2289gat_n1467gat_A,100,31,28
n1595gat_n1459gat_A,27,31,18
n1515gat,37,30,19
n3027gat,2,81,5
n1155gat,100,62,29
n1371gat,100,62,26
n1245gat,100,62,25
n1164gat,100,62,26
n1722gat,37,30,19
n1560gat,36,30,19
n1650gat,10,30,19
n1074gat,4,20,13
n1524gat,100,31,20
n1533gat,100,31,20
n2720gat,100,50,46
n2433gat,100,46,26
n1859gat_n1915gat_A,6,10,10
n289gat_n286gat_A,31,61,12
n2532gat,2,1,1
n2541gat,2,1,1
n1878gat_n1831gat_C,2,102,3
n1713gat,2,5,5
n1790gat_n1929gat_B,100,29,29
n2307gat,2,1,1
n2199gat_n2196gat_A,45,19,19
n2093gat_II4000_B,5,10,10
n2108gat,2,1,1
n2613gat,33,6,6
n1712gat,6,5,5
n2985gat_n1761gat_A,100,31,31
n639gat_n636gat_C,100,40,30
n43gat,100,9,9
n753gat_n749gat_A,17,13,7
n915gat_n909gat_C,65,21,3
n856gat_n655gat_A,3,4,4
n951gat_n945gat_C,65,20,3
n950gat_n947gat_B,65,20,3
n373gat_n967gat_A,3,4,4
n856gat_n439gat_A,3,4,4
n373gat_n966gat_B,3,4,4
n856gat_n790gat_A,3,4,4
n942gat_n936gat_C,65,20,9
n943gat_n937gat_A,65,20,9
n735gat_n729gat_C,65,21,3
n591gat_n587gat_A,65,20,3
n693gat_n690gat_C,65,20,3
n694gat_n690gat_B,65,20,3
n573gat_n568gat_B,65,20,9
n852gat_n794gat_A,37,20,20
n851gat_n965gat_B,35,20,20
n784gat_n781gat_A,65,88,3
n852gat_n649gat_B,35,20,20
n2573gat_n2569gat_A,9,56,3
n1990gat_n2079gat_C,51,21,20
n1659gat_n1646gat_B,50,30,29
n1845gat_n1847gat_B,68,34,34
n2439gat_n1964gat_B,6,20,15
n219gat_n869gat_A,100,21,21
n926gat_n980gat_B,100,23,20
n926gat_n981gat_A,100,23,21
n2585gat_n2583gat_B,17,56,6
n1635gat_n1796gat_B,11,13,13
n2989gat_n1602gat_C,100,31,30
n3107gat,3,3,3
n3108gat,7,6,6
n3116gat,100,8,8
n3117gat,73,13,13
n3125gat,100,24,24
n3126gat,2,1,1
n3134gat,66,15,15
n3135gat,18,15,15
n3143gat,100,61,49
n3144gat,100,56,55
n2027gat,2,1,1
n3063gat,100,21,21
n3062gat,100,22,22
n3044gat,22,22,22
n2910gat,39,29,29
n2901gat,67,20,20
n3054gat,20,20,20
n3036gat,14,15,15
n3035gat,14,15,15
n3053gat,81,23,23
n1361gat,2,1,1
n2009gat,90,29,29
n2163gat,99,28,28
n1613gat,10,12,12
n1632gat,2,5,5
n1614gat,73,30,18
n1380gat,100,85,49
n2343gat,2,104,1
n2630gat,2,91,1
n2621gat,2,91,1
n1226gat,100,37,8
n2342gat,100,92,65
n2640gat,2,56,1
n2207gat,2,104,1
n2270gat,2,24,1
n2622gat,2,91,1
n2081gat,100,62,36
n2217gat,100,62,56
n2162gat,100,62,42
n1551gat,11,11,11
n1740gat,29,33,30
n2351gat,64,39,32
n2262gat,26,36,34
n2190gat,26,35,34
n1316gat,2,3,1
n2135gat,26,33,33
n2253gat,9,15,14
n2450gat,2,15,1
n2019gat,100,65,54
n2216gat,90,30,19
n2442gat,16,15,14
n2325gat,100,20,20
n2244gat,100,20,20
n1452gat,4,4,4
n1119gat,68,37,6
n17gat,100,60,41
n1218gat,33,13,3
n1019gat,100,20,9
n44gat,65,20,9
n52gat,100,20,9
n53gat,100,20,9
n61gat,100,21,9
n62gat,100,21,9
n1235gat,100,20,9
n1236gat,100,20,9
n1055gat,100,20,9
n1056gat,100,20,9
n1190gat,65,34,3
n1191gat,65,34,3
n1280gat,66,36,4
n1208gat,65,34,3
n1209gat,65,34,3
n1272gat,33,34,8
n2711gat,4,30,12
n2460gat,100,20,9
n2414gat,17,56,3
n2415gat,17,56,3
n2604gat,9,61,3
n2550gat,17,61,3
n1443gat,100,62,20
n1442gat,100,87,76
n1353gat,100,62,48
n1425gat,100,62,43
n1704gat,2,81,5
n1703gat,100,81,48
n2073gat,41,21,21
n2181gat,41,21,21
n1407gat,100,62,39
n2261gat,19,35,35
n2055gat,31,24,23
n2405gat,37,40,33
n2406gat,100,34,31
n2352gat,46,20,19
n1083gat,100,22,21
n1470gat,65,17,14
n1461gat,100,31,28
n1092gat,100,23,18
n1326gat,4,15,9
n1173gat,4,30,9
n1029gat,100,24,24
n1182gat,9,13,13
n71gat,53,16,16
n2154gat,100,46,35
n2082gat,100,62,30
n3018gat,100,42,33
n1604gat,5,71,5
n1281gat,68,39,11
n1254gat,4,15,10
n1263gat,25,15,13
